Chr01	0	10000	0.4184
Chr01	10000	20000	0.4733
Chr01	20000	30000	0.5559
Chr01	30000	40000	0.5617
Chr01	40000	50000	0.5631
Chr01	50000	60000	0.6052
Chr01	60000	70000	0.6156
Chr01	70000	80000	0.5394
Chr01	80000	90000	0.5614
Chr01	90000	100000	0.5152
Chr01	100000	110000	0.5251
Chr01	110000	120000	0.5083
Chr01	120000	130000	0.484
Chr01	130000	140000	0.4493
Chr01	140000	150000	0.3026
Chr01	150000	160000	0.3552
Chr01	160000	170000	0.319
Chr01	170000	180000	0.3163
Chr01	180000	190000	0.3068
Chr01	190000	200000	0.3047
Chr01	200000	210000	0.3018
Chr01	210000	220000	0.3273
Chr01	220000	230000	0.3357
Chr01	230000	240000	0.3103
Chr01	240000	250000	0.2826
Chr01	250000	260000	0.4429
Chr01	260000	270000	0.5528
Chr01	270000	280000	0.5133
Chr01	280000	290000	0.6002
Chr01	290000	300000	0.5859
Chr01	300000	310000	0.5278
Chr01	310000	320000	0.5031
Chr01	320000	330000	0.4921
Chr01	330000	340000	0.5205
Chr01	340000	350000	0.5172
Chr01	350000	360000	0.4521
Chr01	360000	370000	0.4123
Chr01	370000	380000	0.4253
Chr01	380000	390000	0.458
Chr01	390000	400000	0.6305
Chr01	400000	410000	0.608
Chr01	410000	420000	0.4991
Chr01	420000	430000	0.5038
Chr01	430000	440000	0.52
Chr01	440000	450000	0.4735
Chr01	450000	460000	0.5197
Chr01	460000	470000	0.5173
Chr01	470000	480000	0.5242
Chr01	480000	490000	0.5198
Chr01	490000	500000	0.4975
Chr01	500000	510000	0.493
Chr01	510000	520000	0.4963
Chr01	520000	530000	0.5578
Chr01	530000	540000	0.5384
Chr01	540000	550000	0.581
Chr01	550000	560000	0.5723
Chr01	560000	570000	0.5038
Chr01	570000	580000	0.5521
Chr01	580000	590000	0.5698
Chr01	590000	600000	0.5485
Chr01	600000	610000	0.5078
Chr01	610000	620000	0.5284
Chr01	620000	630000	0.4957
Chr01	630000	640000	0.4841
Chr01	640000	650000	0.5366
Chr01	650000	660000	0.5015
Chr01	660000	670000	0.5077
Chr01	670000	680000	0.5703
Chr01	680000	690000	0.5298
Chr01	690000	700000	0.5266
Chr01	700000	710000	0.4791
Chr01	710000	720000	0.5663
Chr01	720000	730000	0.5426
Chr01	730000	740000	0.5432
Chr01	740000	750000	0.4524
Chr01	750000	760000	0.4523
Chr01	760000	770000	0.382
Chr01	770000	780000	0.3592
Chr01	780000	790000	0.3276
Chr01	790000	800000	0.3159
Chr01	800000	810000	0.3035
Chr01	810000	820000	0.3207
Chr01	820000	830000	0.2955
Chr01	830000	840000	0.3427
Chr01	840000	850000	0.327
Chr01	850000	860000	0.2993
Chr01	860000	870000	0.3241
Chr01	870000	880000	0.3052
Chr01	880000	890000	0.2574
Chr01	890000	900000	0.27
Chr01	900000	910000	0.3159
Chr01	910000	920000	0.2665
Chr01	920000	930000	0.2731
Chr01	930000	940000	0.2629
Chr01	940000	950000	0.2925
Chr01	950000	960000	0.3401
Chr01	960000	970000	0.3231
Chr01	970000	980000	0.2825
Chr01	980000	990000	0.3083
Chr01	990000	1000000	0.3169
Chr01	1000000	1010000	0.2897
Chr01	1010000	1020000	0.2669
Chr01	1020000	1030000	0.3169
Chr01	1030000	1040000	0.3154
Chr01	1040000	1050000	0.3248
Chr01	1050000	1060000	0.3219
Chr01	1060000	1070000	0.3084
Chr01	1070000	1080000	0.2715
Chr01	1080000	1090000	0.3162
Chr01	1090000	1100000	0.3363
Chr01	1100000	1110000	0.3257
Chr01	1110000	1120000	0.2492
Chr01	1120000	1130000	0.3214
Chr01	1130000	1140000	0.3007
Chr01	1140000	1150000	0.2966
Chr01	1150000	1160000	0.4322
Chr01	1160000	1170000	0.528
Chr01	1170000	1180000	0.5929
Chr01	1180000	1190000	0.5243
Chr01	1190000	1200000	0.4721
Chr01	1200000	1210000	0.4754
Chr01	1210000	1220000	0.4725
Chr01	1220000	1230000	0.4499
Chr01	1230000	1240000	0.4672
Chr01	1240000	1250000	0.4425
Chr01	1250000	1260000	0.3849
Chr01	1260000	1270000	0.3111
Chr01	1270000	1280000	0.3035
Chr01	1280000	1290000	0.3036
Chr01	1290000	1300000	0.2983
Chr01	1300000	1310000	0.3141
Chr01	1310000	1320000	0.3569
Chr01	1320000	1330000	0.3309
Chr01	1330000	1340000	0.337
Chr01	1340000	1350000	0.4675
Chr01	1350000	1360000	0.3332
Chr01	1360000	1370000	0.3178
Chr01	1370000	1380000	0.3251
Chr01	1380000	1390000	0.3051
Chr01	1390000	1400000	0.319
Chr01	1400000	1410000	0.3817
Chr01	1410000	1420000	0.5672
Chr01	1420000	1430000	0.5023
Chr01	1430000	1440000	0.5226
Chr01	1440000	1450000	0.4901
Chr01	1450000	1460000	0.5039
Chr01	1460000	1470000	0.4978
Chr01	1470000	1480000	0.4655
Chr01	1480000	1490000	0.4059
Chr01	1490000	1500000	0.4091
Chr01	1500000	1510000	0.4867
Chr01	1510000	1520000	0.4886
Chr01	1520000	1530000	0.5223
Chr01	1530000	1540000	0.35
Chr01	1540000	1550000	0.2962
Chr01	1550000	1560000	0.5536
Chr01	1560000	1570000	0.5544
Chr01	1570000	1580000	0.4773
Chr01	1580000	1590000	0.4972
Chr01	1590000	1600000	0.5663
Chr01	1600000	1610000	0.5209
Chr01	1610000	1620000	0.4971
Chr01	1620000	1630000	0.511
Chr01	1630000	1640000	0.554
Chr01	1640000	1650000	0.5156
Chr01	1650000	1660000	0.5427
Chr01	1660000	1670000	0.6168
Chr01	1670000	1680000	0.6424
Chr01	1680000	1690000	0.4935
Chr01	1690000	1700000	0.5086
Chr01	1700000	1710000	0.5747
Chr01	1710000	1720000	0.5039
Chr01	1720000	1730000	0.4744
Chr01	1730000	1740000	0.4683
Chr01	1740000	1750000	0.4706
Chr01	1750000	1760000	0.4486
Chr01	1760000	1770000	0.4788
Chr01	1770000	1780000	0.4635
Chr01	1780000	1790000	0.4672
Chr01	1790000	1800000	0.4923
Chr01	1800000	1810000	0.4755
Chr01	1810000	1820000	0.4759
Chr01	1820000	1830000	0.5535
Chr01	1830000	1840000	0.6552
Chr01	1840000	1850000	0.5517
Chr01	1850000	1860000	0.4898
Chr01	1860000	1870000	0.5068
Chr01	1870000	1880000	0.4836
Chr01	1880000	1890000	0.5279
Chr01	1890000	1900000	0.4907
Chr01	1900000	1910000	0.4588
Chr01	1910000	1920000	0.514
Chr01	1920000	1930000	0.4362
Chr01	1930000	1940000	0.4107
Chr01	1940000	1950000	0.4686
Chr01	1950000	1960000	0.4855
Chr01	1960000	1970000	0.5082
